N_peine,polaridad,B_mT,Jc1_uA,Jc2_uA,eta_c1_pct,eta_c2_pct,tiempo_s,estado
2,positivo,0.7,,,,,77753.9,ERROR: [Errno 28] Can't synchronously write data (file write failed: time = Tue May 19 
