current_uA,voltage_V
-50.0,-20.80117715487618
-49.0,-20.367280741169665
-48.0,-19.930178895042165
-47.0,-19.49217969333887
-46.0,-19.05331138935677
-45.0,-18.613431527044092
-44.0,-18.172377799531574
-43.0,-17.730142393531906
-42.0,-17.286521848712088
-41.0,-16.841372403322417
-40.0,-16.39441621770844
-39.0,-15.945752489775437
-38.0,-15.49489333611359
-37.0,-15.041456522881504
-36.0,-14.585356328459413
-35.0,-14.125977060603217
-34.0,-13.662900510438945
-33.0,-13.195436857881594
-32.0,-12.722747064474508
-31.0,-12.243748693998603
-30.0,-11.757044576967864
-29.0,-11.260545917478828
-28.0,-10.751279176078759
-27.0,-10.224552851475643
-26.0,-9.673265057285523
-25.0,-9.084666452052842
-24.0,-8.433885612226293
-23.0,-7.662386930125179
-22.0,-6.60041423952575
-21.0,-4.010398402746896
-20.0,-1.7363643836520504
-19.0,-1.2799074359000062
-18.0,-0.8738232815874216
-17.0,-0.6277157577939185
-16.0,-0.5050879334029641
-15.0,-0.4271938244373931
-14.0,-0.36728609348949176
-13.0,-0.332045371991388
-12.0,-0.2925172427599541
-11.0,-0.2431266056112481
-10.0,-0.19975484595115045
-9.0,-0.1620010416246251
-8.0,-0.10535020798728624
-7.0,-0.025795360704670048
-6.0,0.00406408213374904
-5.0,0.0026958020710205065
-4.0,0.0020286054835057053
-3.0,0.0018067891069729219
-2.0,0.0017152134364581731
-1.0,0.0016945200805657111
0.0,0.0017283697258489487
1.0,0.001802581520734409
2.0,0.0018984652948192272
3.0,0.002013397734407807
4.0,0.0021713833216786384
5.0,0.0024024651793916763
6.0,0.002725979706472659
7.0,0.003136417251968318
8.0,0.0038069680731181894
9.0,0.007064766994316291
10.0,0.03727804591727613
11.0,0.1435333960230715
12.0,0.1554055365385539
13.0,0.21661534730203255
14.0,0.2317747311274285
15.0,0.32356480525971326
16.0,0.3608525824182486
17.0,0.4559720258774252
18.0,0.5925759558357534
19.0,1.913212092856562
20.0,1.8000171722782174
21.0,2.5934742239686943
22.0,3.651853497847656
23.0,6.414204850934486
24.0,9.455265937829166
25.0,10.004479948498325
26.0,10.460720324053417
27.0,10.91379569060391
28.0,11.364160060645997
29.0,11.812217295212536
30.0,12.258163496671257
31.0,12.702269072913646
32.0,13.144763986045591
33.0,13.585814200576728
34.0,14.025543174959694
35.0,14.464129182063335
36.0,14.901670535194707
37.0,15.338252995699447
38.0,15.773969759564517
39.0,16.20889515704362
40.0,16.643147329660387
41.0,17.076727995735475
42.0,17.509725769442433
43.0,17.942152578796794
44.0,18.374124783595235
45.0,18.80561094983525
46.0,19.23666862151786
47.0,19.667350251360343
48.0,20.09767080341832
49.0,20.52764960477778
