current_uA,voltage_V
-50.0,-21.429248707965808
-49.0,-20.989301200075616
-48.0,-20.551326621974358
-47.0,-20.113114776046796
-46.0,-19.67476439667858
-45.0,-19.23624218547475
-44.0,-18.79750906662919
-43.0,-18.358634581466966
-42.0,-17.919495048045217
-41.0,-17.480173873623013
-40.0,-17.04064324238523
-39.0,-16.600802528172007
-38.0,-16.16076732059937
-37.0,-15.720442724346595
-36.0,-15.279785921226729
-35.0,-14.838851418768941
-34.0,-14.397609617330671
-33.0,-13.955952509356605
-32.0,-13.513919123769362
-31.0,-13.071505291444659
-30.0,-12.628639414489959
-29.0,-12.185245484833619
-28.0,-11.741306284548031
-27.0,-11.296785925303924
-26.0,-10.851642330186763
-25.0,-10.405710038535464
-24.0,-9.958889256892991
-23.0,-9.511037132194076
-22.0,-9.061902357183783
-21.0,-8.611238796963958
-20.0,-8.15858631089015
-19.0,-7.703138647586541
-18.0,-7.243879984635832
-17.0,-6.778741845986048
-16.0,-6.303907070408916
-15.0,-5.812785238202937
-14.0,-5.2896762088552505
-13.0,-4.708877050701802
-12.0,-4.094083460326822
-11.0,-3.549034028906376
-10.0,-3.087423069337271
-9.0,-2.6762007423042316
-8.0,-2.2973313288151465
-7.0,-1.9346968909445013
-6.0,-1.5850745413974172
-5.0,-1.2423536576651715
-4.0,-0.8233089385703392
-3.0,-0.3488278698722577
-2.0,-0.14094383233135008
-1.0,-0.004093954302146142
0.0,0.014390857783320256
1.0,0.02326066348516498
2.0,0.04355424586684914
3.0,0.35002781680129197
4.0,0.65911692437385
5.0,1.2263453390200876
6.0,2.0363485198232696
7.0,2.804012454745517
8.0,3.267017625271043
9.0,3.714978253100498
10.0,4.157413904150651
11.0,4.598761684880142
12.0,5.039466375150578
13.0,5.4787662862921485
14.0,5.917508747142709
15.0,6.356260888549363
16.0,6.794433682723284
17.0,7.232216052857591
18.0,7.669813571471403
19.0,8.107160497485795
20.0,8.544211944853702
21.0,8.980957648151842
22.0,9.41763229297925
23.0,9.854061958064342
24.0,10.290349537247446
25.0,10.726582253742624
26.0,11.162561311898665
27.0,11.598449526153336
28.0,12.03422826363466
29.0,12.469897562190983
30.0,12.905478643031655
31.0,13.340969726763637
32.0,13.776366003021904
33.0,14.211674769577094
34.0,14.64692959529425
35.0,15.082100736370426
36.0,15.517211309039611
37.0,15.952253724238476
38.0,16.387242597459434
39.0,16.82218278363691
40.0,17.257053109191684
41.0,17.691877835420943
42.0,18.126670123402008
43.0,18.56140561397464
44.0,18.996093358215692
45.0,19.430762996659258
46.0,19.865372589858723
47.0,20.299954794374695
48.0,20.734511351377975
49.0,21.169018255875702
