current_uA,voltage_V
-50.0,-21.960829936970903
-49.0,-21.519226504220207
-48.0,-21.07620460042285
-47.0,-20.63308039228585
-46.0,-20.190235891172268
-45.0,-19.74685270085641
-44.0,-19.30566737150922
-43.0,-18.86183563552171
-42.0,-18.420155518371693
-41.0,-17.977679647238922
-40.0,-17.534828149639203
-39.0,-17.09033741587328
-38.0,-16.646422168562033
-37.0,-16.204400106466338
-36.0,-15.760214701516212
-35.0,-15.313892314197961
-34.0,-14.872899184777747
-33.0,-14.427436382476097
-32.0,-13.981175961072376
-31.0,-13.537324476681155
-30.0,-13.089497347754465
-29.0,-12.647342369968024
-28.0,-12.200150160248915
-27.0,-11.751861609216911
-26.0,-11.299395131763438
-25.0,-10.853425724290286
-24.0,-10.394629005801962
-23.0,-9.95172872761117
-22.0,-9.491450791733655
-21.0,-9.031502019967698
-20.0,-8.563628629462238
-19.0,-8.095295305648468
-18.0,-7.607514292612449
-17.0,-7.082943480985248
-16.0,-6.381063780374535
-15.0,-5.581129411089821
-14.0,-4.939057573926254
-13.0,-4.195369717722851
-12.0,-1.7253890899686286
-11.0,-0.9688051481859793
-10.0,-0.7850580954675799
-9.0,-0.6334532463623831
-8.0,-0.49186847117390065
-7.0,-0.3289613235331977
-6.0,-0.2377280128265069
-5.0,-0.038151759695526095
-4.0,-0.0016855592241289499
-3.0,0.0036996044826588244
-2.0,0.003202583632550531
-1.0,0.0032682176998515724
0.0,0.0036563483685744026
1.0,0.004221063897433819
2.0,0.005170312020628932
3.0,0.007318694621269099
4.0,0.014898450478505375
5.0,0.12572104222981853
6.0,0.3554336368097519
7.0,0.4535026655532127
8.0,0.6515070168486645
9.0,0.9084870799286748
10.0,1.4723970430880446
11.0,3.270210119574613
12.0,4.839270985986765
13.0,5.421601386945871
14.0,5.910965123191224
15.0,6.382619227913525
16.0,6.845837194882585
17.0,7.303787791393549
18.0,7.753657868835594
19.0,8.210530759804143
20.0,8.658289045927264
21.0,9.110380089025913
22.0,9.555730859400944
23.0,10.003061866499571
24.0,10.446826770551676
25.0,10.89436398295439
26.0,11.34073458731375
27.0,11.787449689436388
28.0,12.23092064708338
29.0,12.678095656573381
30.0,13.121608247936127
31.0,13.563290126155904
32.0,14.006235832336046
33.0,14.45028838662676
34.0,14.892828106570336
35.0,15.334360553528828
36.0,15.778947231948152
37.0,16.22140066796937
38.0,16.66479351237137
39.0,17.106015938022196
40.0,17.549254334513115
41.0,17.99258720355619
42.0,18.434199676014607
43.0,18.878125520966446
44.0,19.318832644258805
45.0,19.761538238954188
46.0,20.205402169422335
47.0,20.64573004416892
48.0,21.088629999002915
49.0,21.530004425416717
