current_uA,voltage_V
-50.0,-21.390938762275752
-49.0,-20.95756204881669
-48.0,-20.526642291236723
-47.0,-20.095623082111572
-46.0,-19.66468251675385
-45.0,-19.233644113501345
-44.0,-18.802715678186683
-43.0,-18.37170740044443
-42.0,-17.9406152847004
-41.0,-17.509542568873307
-40.0,-17.078523611642296
-39.0,-16.647522209030186
-38.0,-16.216410490034907
-37.0,-15.785408183386755
-36.0,-15.354389750830116
-35.0,-14.923317902384024
-34.0,-14.492419977026804
-33.0,-14.061334241907486
-32.0,-13.63032645607877
-31.0,-13.199302603218955
-30.0,-12.768365422141901
-29.0,-12.337432025498071
-28.0,-11.9065066938236
-27.0,-11.475664821683084
-26.0,-11.044875466343534
-25.0,-10.61410999817481
-24.0,-10.183454660576295
-23.0,-9.752858614825511
-22.0,-9.322308018689087
-21.0,-8.891971167606476
-20.0,-8.461634862742443
-19.0,-8.031464195972507
-18.0,-7.601438563536718
-17.0,-7.171529476975929
-16.0,-6.741663189933522
-15.0,-6.311897665694892
-14.0,-5.882136288355008
-13.0,-5.4521464725201865
-12.0,-5.0215517002797
-11.0,-4.589700709129955
-10.0,-4.155408618988461
-9.0,-3.7162357323980384
-8.0,-3.267637428434679
-7.0,-2.8036378822750443
-6.0,-2.325550314924736
-5.0,-1.8552984285790097
-4.0,-1.3797340887426681
-3.0,-0.8101857558573294
-2.0,-0.23247661906795988
-1.0,0.012052087906656047
0.0,0.013909247411490546
1.0,0.037671181017088454
2.0,0.16176406717814437
3.0,0.822231522516164
4.0,1.3515294426530615
5.0,1.9265587357485807
6.0,2.4166988358541706
7.0,2.8732207024698107
8.0,3.324877712609901
9.0,3.765587493840318
10.0,4.203083611893256
11.0,4.639544361872789
12.0,5.075473343418386
13.0,5.510964939982601
14.0,5.945987704391666
15.0,6.380449519510604
16.0,6.81444367196258
17.0,7.247944676989531
18.0,7.680922438993564
19.0,8.113400435807371
20.0,8.545613798393559
21.0,8.977586792255288
22.0,9.409308590972927
23.0,9.84083342713498
24.0,10.272194919265765
25.0,10.703423311711703
26.0,11.134523065443444
27.0,11.565530979201151
28.0,11.996452233059523
29.0,12.427301525644204
30.0,12.858085182834225
31.0,13.288802670823072
32.0,13.719481190349013
33.0,14.150107087066168
34.0,14.580698846026307
35.0,15.011242660131584
36.0,15.44175981525691
37.0,15.872248140160062
38.0,16.302703189142367
39.0,16.733139161732748
40.0,17.163538966940877
41.0,17.59392197462799
42.0,18.0242954548176
43.0,18.454635689892545
44.0,18.884971484677656
45.0,19.315280143455443
46.0,19.74557300034543
47.0,20.175855800445344
48.0,20.606129999738727
49.0,21.036395382229067
