current_µA,voltage_V
0.0,0.0
0.1,0.00032831540538925664
0.2,0.0006553982904339764
0.30000000000000004,0.000982533423817919
0.4,0.0013122079671079652
0.5,0.001639036995593392
0.6000000000000001,0.001967185405970245
0.7000000000000001,0.0022960852795076664
0.8,0.002623730323610783
0.9,0.0029526980818834416
1.0,0.003280562580177252
1.1,0.0036091394551354644
1.2000000000000002,0.003939024896725298
1.3,0.004268267358052978
1.4000000000000001,0.004597204836713996
1.5,0.004927764791765055
1.6,0.005257440788300417
1.7000000000000002,0.005589156075621551
1.8,0.005919658338873394
1.9000000000000001,0.006250612712735029
2.0,0.006582968766035507
2.1,0.006914977709045178
2.2,0.007246315458249743
2.3000000000000003,0.007579939088361569
2.4000000000000004,0.007914070067535904
2.5,0.00824864992349029
2.6,0.008582055684205928
2.7,0.008916773885727411
2.8000000000000003,0.009252824386871179
2.9000000000000004,0.009588513891269948
3.0,0.00992519036621499
3.1,0.010262936922491752
3.2,0.010601346777894056
3.3000000000000003,0.010939865502945673
3.4000000000000004,0.011279772205231037
3.5,0.01162010405315281
3.6,0.01196076754052191
3.7,0.012302406170383329
3.8000000000000003,0.012645306800813293
3.9000000000000004,0.012988845254812116
4.0,0.013332332746248492
4.1000000000000005,0.013677083527931963
4.2,0.014025011868010839
4.3,0.0143718914236618
4.4,0.014719529560636126
4.5,0.015068307351249057
4.6000000000000005,0.01541824703500277
4.7,0.01576936998437855
4.800000000000001,0.016121555069186614
4.9,0.016474444618567997
5.0,0.01682821036665347
5.1000000000000005,0.01718376488694936
5.2,0.017539678553636716
5.300000000000001,0.017898224479595787
5.4,0.018257088086845567
5.5,0.018616901730983203
5.6000000000000005,0.018978202063036666
5.7,0.019340716206318512
5.800000000000001,0.01970488936970802
5.9,0.020070262541407254
6.0,0.020437341379854843
6.1000000000000005,0.02080520630868578
6.2,0.02117477608363798
6.300000000000001,0.02154577845258491
6.4,0.02191847266032487
6.5,0.022292782556236724
6.6000000000000005,0.022668708290926494
6.7,0.023046249579574903
6.800000000000001,0.023425534248396458
6.9,0.023807103681047576
7.0,0.024189597631236254
7.1000000000000005,0.024574166941939025
7.2,0.024960496152400043
7.300000000000001,0.025349147136858704
7.4,0.02573942255672305
7.5,0.026131574677321114
7.6000000000000005,0.026526005522862137
7.7,0.02692197185489034
7.800000000000001,0.027319930445192295
7.9,0.027721596769227214
8.0,0.028124074111100156
8.1,0.02852931880519046
8.200000000000001,0.028936738968664825
8.3,0.029346395450120643
8.4,0.029758331500154226
8.5,0.030172724248936914
8.6,0.03058983899604373
8.700000000000001,0.031009247475415693
8.8,0.03143098496457067
8.9,0.03185569125339747
9.0,0.03228289270830284
9.1,0.03271278937569444
9.200000000000001,0.033144964208991254
9.3,0.03358100298856172
9.4,0.034019531472674044
9.5,0.03446062612526643
9.600000000000001,0.03490519900876017
9.700000000000001,0.03535351771739813
9.8,0.035803452361145606
9.9,0.03625750884329827
10.0,0.03671474447433455
10.100000000000001,0.03717435308385719
10.200000000000001,0.03763908235842494
10.3,0.03810741311893692
10.4,0.03857755228783635
10.5,0.03905249007567454
10.600000000000001,0.039530676740817484
10.700000000000001,0.04001352994717113
10.8,0.04049916093300254
10.9,0.04098909889348537
11.0,0.04148377611735138
11.100000000000001,0.0419821481098769
11.200000000000001,0.042485382974738674
11.3,0.04299193727000732
11.4,0.0435032704614417
11.5,0.04401927366836036
11.600000000000001,0.04454042310838282
11.700000000000001,0.04506459314199346
11.8,0.045595700506409084
11.9,0.04613116610343702
12.0,0.046671595278669806
12.100000000000001,0.04721674345158237
12.200000000000001,0.047767375261230725
12.3,0.04832274415028308
12.4,0.04888469195608088
12.5,0.04945225985431324
12.600000000000001,0.05002795501712793
12.700000000000001,0.05060529350320849
12.8,0.05118854571696236
12.9,0.05178000290592177
13.0,0.05237792406174649
13.100000000000001,0.05298171189610254
13.200000000000001,0.05359309657769563
13.3,0.05421201577827456
13.4,0.05483575167623815
13.5,0.0554677156603462
13.600000000000001,0.05610771912001959
13.700000000000001,0.056753084618125484
13.8,0.05740989568206139
13.9,0.0580706215637877
14.0,0.05874207507728192
14.100000000000001,0.059420206519163514
14.200000000000001,0.06010833064721936
14.3,0.06080430230425589
14.4,0.0615113002171154
14.5,0.062224306288485805
14.600000000000001,0.06294965876443977
14.700000000000001,0.06368497716713961
14.8,0.06442894644190245
14.9,0.06518380990747523
15.0,0.06594730420647921
