current_uA,voltage_V
0.0,0.0
0.1,0.00036531810842299725
0.2,0.0007273228785577646
0.30000000000000004,0.0010917812549508512
0.4,0.0014588241043810945
0.5,0.0018237615448403468
0.6000000000000001,0.002187505487971039
0.7000000000000001,0.002554144854902486
0.8,0.0029196518660502056
0.9,0.003285401694659011
1.0,0.0036514454768717865
1.1,0.004017792972886583
1.2000000000000002,0.004384495353823314
1.3,0.0047515755082807075
1.4000000000000001,0.005119816392790872
1.5,0.0054870000966695245
1.6,0.005855411427764628
1.7000000000000002,0.006224327812855825
1.8,0.00659379245876066
1.9000000000000001,0.0069636361070646085
2.0,0.007334481001525518
2.1,0.007705778115336435
2.2,0.008077429427768356
2.3000000000000003,0.008453779428853515
2.4000000000000004,0.008825160281935878
2.5,0.009201091628304837
2.6,0.009573123008051921
2.7,0.009949049329209566
2.8000000000000003,0.010326049209642828
2.9000000000000004,0.010703547406139942
3.0,0.011082321454361038
3.1,0.011463410743841506
3.2,0.011846973905613992
3.3000000000000003,0.012224459770363547
3.4000000000000004,0.012610219478896874
3.5,0.012991531913252755
3.6,0.01337683660681846
3.7,0.01376339828124678
3.8000000000000003,0.01415124328607892
3.9000000000000004,0.014542865410325507
4.0,0.014931044096056478
4.1000000000000005,0.015323031497639089
4.2,0.01571649289723921
4.3,0.01611634818600674
4.4,0.01650898046727305
4.5,0.01690696179331943
4.6000000000000005,0.01730626651001966
4.7,0.017708175822911447
4.800000000000001,0.01812001437376798
4.9,0.01851612725984552
5.0,0.018923178436000773
5.1000000000000005,0.019332494625333
5.2,0.019744115398215824
5.300000000000001,0.02015674003324088
5.4,0.020572136290934694
5.5,0.020989132033937635
5.6000000000000005,0.021408391079579443
5.7,0.02182982160041577
5.800000000000001,0.0222550511581304
5.9,0.022680592712719584
6.0,0.023113406815648337
6.1000000000000005,0.023542635906959417
6.2,0.023977507020007536
6.300000000000001,0.024418166206022565
6.4,0.024854045774590577
6.5,0.025296411018303218
6.6000000000000005,0.025742136052392048
6.7,0.026192306435171342
6.800000000000001,0.026646188773760515
6.9,0.027101921551976473
7.0,0.027560094449367977
7.1000000000000005,0.028020105779473142
7.2,0.028485562222816244
7.300000000000001,0.028955161090413597
7.4,0.029428739751294335
7.5,0.029906021516975773
7.6000000000000005,0.030388160517470418
7.7,0.03087373979090623
7.800000000000001,0.031369000728634557
7.9,0.03185798861169511
8.0,0.032357306299730736
8.1,0.03286335309126237
8.200000000000001,0.033373073847124346
8.3,0.03388532861804612
8.4,0.03440704114230095
8.5,0.03493600363272707
8.6,0.03546345839324422
8.700000000000001,0.03600231005289622
8.8,0.03654793100830552
8.9,0.03710181292357792
9.0,0.03766987824132245
9.1,0.0382600848324179
9.200000000000001,0.039086365483198694
9.3,0.5462241143372196
9.4,0.658944046556923
9.5,0.6907836471864878
9.600000000000001,0.7211493870787243
9.700000000000001,0.7530615372107374
9.8,0.7873841265911972
9.9,0.8152974001596482
10.0,0.8422563840765449
10.100000000000001,0.8817032781353243
10.200000000000001,0.9660504798927627
10.3,1.2878224986507867
10.4,1.3724382998871085
10.5,1.4272481911800015
10.600000000000001,1.4901187548908978
10.700000000000001,1.5548431322712697
10.8,1.6126162690284982
10.9,1.673771245508094
11.0,1.7369020273406246
11.100000000000001,1.7955888966030562
11.200000000000001,1.856291073549752
11.3,1.9169264379101532
11.4,1.9730928742769875
11.5,2.0369409070194435
11.600000000000001,2.093714627383422
11.700000000000001,2.153611083861532
11.8,2.2146060707407025
11.9,2.269449028635267
12.0,2.3329411775970263
12.100000000000001,2.3925538432181277
12.200000000000001,2.4503063980533635
12.3,2.514732175410425
12.4,2.5728314140888937
12.5,2.6347041472388435
12.600000000000001,2.6987922807851983
12.700000000000001,2.7592239727057635
12.8,2.823711835853097
12.9,2.8905936661078355
13.0,2.9542025762277735
13.100000000000001,3.0241946055985927
13.200000000000001,3.0961601440351085
13.3,3.1724259437810503
13.4,3.395653488575321
13.5,3.794366074649472
13.600000000000001,4.001864495464406
13.700000000000001,4.150364105158137
13.8,4.2643758179887366
13.9,4.359091220476679
14.0,4.4346548796207905
14.100000000000001,4.502799342103612
14.200000000000001,4.57268575287797
14.3,4.6405119892900615
14.4,4.715190838150905
14.5,5.343449533137397
14.600000000000001,6.209544738443132
14.700000000000001,7.591656667004433
14.8,8.86811431839457
14.9,9.638386436761929
15.0,10.186211259413122
15.100000000000001,10.593221052166719
15.200000000000001,10.892492567121021
15.3,11.121747567715344
15.4,11.275625771632784
15.5,11.371663707227064
15.600000000000001,11.465040174136712
15.700000000000001,11.558616501933285
15.8,11.652343908041185
15.9,11.746332590968054
16.0,11.840508876519696
16.1,11.934939569805396
16.2,12.029645705515309
16.3,12.12459975842104
16.400000000000002,12.219848996299964
16.5,12.315371693003971
16.6,12.411270153061446
16.7,12.507502947881877
16.8,12.60409924703985
16.900000000000002,12.701145085116043
17.0,12.798563760927403
17.1,12.896456785305128
17.2,12.994868504196218
17.3,13.093823974380573
17.400000000000002,13.193338279546614
17.5,13.293472965402097
17.6,13.394305912649099
17.7,13.495858038562025
17.8,13.598191724542987
17.900000000000002,13.70140505014103
18.0,13.805524250818944
18.1,13.910634804301614
18.2,14.016783252145498
18.3,14.123988127696295
18.400000000000002,14.232273437770996
18.5,14.341611897396177
18.6,14.451879469128926
18.7,14.562924054083142
18.8,14.674470873269065
18.900000000000002,14.786160799279545
19.0,14.897639335385906
19.1,15.008489345788742
19.200000000000003,15.118389144686342
19.3,15.227092149076181
19.400000000000002,15.334415214945599
19.5,15.440244723703028
19.6,15.544639519363328
