current_uA,voltage_V
-50.0,21.73725752267384
-49.5,21.517801778581816
-49.0,21.299300386844422
-48.5,21.080795852963043
-48.0,20.862279670854534
-47.5,20.643756869377086
-47.0,20.425230638282414
-46.5,20.20670491916699
-46.0,19.988174412368906
-45.5,19.769622980226305
-45.0,19.551057459774235
-44.5,19.33249136993108
-44.0,19.113923559411294
-43.5,18.895345669451828
-43.0,18.676768685311462
-42.5,18.458187038966326
-42.0,18.23956366396281
-41.5,18.020964812008316
-41.0,17.80235690531388
-40.5,17.58371775859397
-40.0,17.365096944028185
-39.5,17.14643691814201
-39.0,16.927806849186133
-38.5,16.709131240737655
-38.0,16.490459836030645
-37.5,16.271765115049377
-37.0,16.053089873473766
-36.5,15.834385983025049
-36.0,15.61566906821292
-35.5,15.396946719383061
-35.0,15.178197803100348
-34.5,14.959436820499048
-34.0,14.740676846035518
-33.5,14.521939114275547
-33.0,14.30311118486613
-32.5,14.084310999406993
-32.0,13.865509066142076
-31.5,13.646699289083426
-31.0,13.427883120276661
-30.5,13.209006600302832
-30.0,12.990186654551586
-29.5,12.771284389186464
-29.0,12.552396292663738
-28.5,12.333523843147148
-28.0,12.11457493303442
-27.5,11.895611240003577
-27.0,11.676703038679573
-26.5,11.457685177639206
-26.0,11.238679483787545
-25.5,11.019689171269768
-25.0,10.800634839098263
-24.5,10.581692796295593
-24.0,10.362590274558443
-23.5,10.143510877316055
-23.0,9.924446519049251
-22.5,9.705338186365854
-22.0,9.486154192475736
-21.5,9.267066312595329
-21.0,9.047739226751785
-20.5,8.828727855806626
-20.0,8.60929027614061
-19.5,8.390298346308562
-19.0,8.170988108650322
-18.5,7.951348379464603
-18.0,7.7319873726983515
-17.5,7.512809599680945
-17.0,7.293271884564481
-16.5,7.074036144956423
-16.0,6.854788232397753
-15.5,6.635095650282166
-15.0,6.415145163466826
-14.5,6.196211910927213
-14.0,5.976263345796886
-13.5,5.7570509892398265
-13.0,5.53716855763395
-12.5,5.317134328193198
-12.0,5.097339924801253
-11.5,4.877915100725427
-11.0,4.657865469066123
-10.5,4.437667299722906
-10.0,4.2161465888889165
-9.5,3.9968278479104544
-9.0,3.775416097771039
-8.5,3.5546592683865526
-8.0,3.3349136805005726
-7.5,3.1135044493935635
-7.0,2.8958227798494405
-6.5,2.6732113570734315
-6.0,2.449978212132918
-5.5,2.2277255797317754
-5.0,1.9982286516877195
-4.5,1.7787477068542599
-4.0,1.550185219866867
-3.5,1.3147112867329855
-3.0,1.0901815397645198
-2.5,0.8636059619397862
-2.0,0.6257728795552187
-1.5,0.20204373023633
-1.0,0.008919359868576815
-0.5,0.0020918194876989706
0.0,-0.007602068985117225
0.5,-0.016214752159926495
1.0,-0.03080170172725632
1.5,-0.04763127704125019
2.0,-0.21781357639273524
2.5,-0.4647577978365193
3.0,-0.7396380370331093
3.5,-0.978314065005296
4.0,-1.1374088556097641
4.5,-1.356600538295438
5.0,-1.5659278607009954
5.5,-1.7789421615135956
6.0,-1.9826563685536696
6.5,-2.1951916130853406
7.0,-2.4215973107067703
7.5,-2.648283895273704
8.0,-2.883688385969364
8.5,-3.1195298303823185
9.0,-3.357909390371678
9.5,-3.5955899070260195
10.0,-3.832722111482207
10.5,-4.068371585856054
11.0,-4.301996806990531
11.5,-4.533395345515189
12.0,-4.762819727027867
12.5,-4.99096746320326
13.0,-5.218094654191778
13.5,-5.443870522401553
14.0,-5.669374163123589
14.5,-5.893749602466031
15.0,-6.117813736439187
15.5,-6.341405378300986
16.0,-6.564805717022956
16.5,-6.788289634487287
17.0,-7.0110579567378295
17.5,-7.233421109495993
18.0,-7.45619766390906
18.5,-7.6783676731971235
19.0,-7.900475876528884
19.5,-8.12271726515227
20.0,-8.344675858224118
20.5,-8.566679650900314
21.0,-8.788451135735272
21.5,-9.01010137478825
22.0,-9.231692263843126
22.5,-9.453287812593455
23.0,-9.674849804398692
23.5,-9.896173313204567
24.0,-10.1176370749075
24.5,-10.338968715041482
25.0,-10.560133270195834
25.5,-10.781407269225607
26.0,-11.002594400684751
26.5,-11.223736720747963
27.0,-11.444695771115466
27.5,-11.665767372573503
28.0,-11.88676280004277
28.5,-12.107686287427308
29.0,-12.328556255027909
29.5,-12.549452067772636
30.0,-12.770316245753738
30.5,-12.991054343629086
31.0,-13.211831764187393
31.5,-13.432502876260612
32.0,-13.65319456312282
32.5,-13.873806460535793
33.0,-14.094424325992843
33.5,-14.315043604758094
34.0,-14.53554447711037
34.5,-14.756063080038114
35.0,-14.976514402223243
35.5,-15.19699515898176
36.0,-15.41738144096627
36.5,-15.637737435713268
37.0,-15.858106590727822
37.5,-16.078442655436824
38.0,-16.298739808616112
38.5,-16.518966757570553
39.0,-16.739231092025733
39.5,-16.95941851448679
40.0,-17.17959282730364
40.5,-17.399763525781847
41.0,-17.619898350374203
41.5,-17.8399780760767
42.0,-18.060056381633395
42.5,-18.280114653832506
43.0,-18.50012785979165
43.5,-18.720105355299474
44.0,-18.940097220192285
44.5,-19.160042635031
45.0,-19.37995663570293
45.5,-19.5998614210115
46.0,-19.819731098801753
46.5,-20.0395749371868
47.0,-20.259424098342684
47.5,-20.47922816140633
48.0,-20.698996300747098
48.5,-20.91878511635704
49.0,-21.13849783456814
49.5,-21.3582265156207
